"rgn_id","trend.score"
1,0.00633618
2,0.00228107
3,0.00228107
4,-0.00589364
5,0.00633618
6,0.00228107
7,0.00228107
8,-0.00589364
9,0.00228107
10,-0.00589364
11,0.00633618
12,0.00228107
13,-0.00589364
14,0.00633618
15,0.00228107
16,NA
17,-1
18,-1
19,-0.13385
20,0.00633618
21,-1
22,-0.13385
23,-0.37689
24,0.483484
25,-0.895885
26,0.00633618
27,0.483484
28,-0.895885
29,0.00633618
30,-0.391716
31,-0.895885
32,-0.391716
33,-0.13385
34,-0.895885
35,0.00633618
36,-0.391716
37,0.00633618
38,-0.391716
39,0.00633618
40,NA
41,0.00633618
42,NA
